M,method,objective_mean,objective_std
3,Greedy,3.1054965182400407,0.16112248666634182
3,Proposed,3.0228200145709514,0.14641929910957688
3,Proximity,6.78617747346647,1.2797359227326257
3,Random,4.273050085561894,0.38753201519667246
3,Velocity,3.1583554446597115,0.2634109819301132
